id,title,url,price,email,location,date,housing,result,emailsent,sender_race,sender_social_status,sender_name,sender_job,sender_email
4910700784,Sunny 1 Bedroom Condo on High Floor,http://washingtondc.craigslist.org/doc/apa/4910700784.html,$2300,njblack10584@aol.com, (Dupont),2015-03-12 15:52,/ 1br - ,Success,2015-03-15 12:48:54.364801,white,high,Dylan,an electrical engineer,field.experiments.w241@gmail.com
4929037943,MOVE IN SPECIAL!!EXPERIENCE THE BEST IN DC LIVING!CUTE 1BEDROOM HOME!!,http://washingtondc.craigslist.org/doc/apa/4929037943.html,$1880,njblack10584@aol.com, (LOGAN/DUPONT CIRCLES),2015-03-12 15:34,/ 1br - 680ft,Success,2015-03-15 12:48:55.515640,white,high,Dustin,an actuary,field.experiments.w241@gmail.com
4888601204,Great 2 Bedroom in NE!,http://washingtondc.craigslist.org/doc/apa/4888601204.html,$1210,njblack10584@aol.com, (126 44th St NE),2015-03-12 11:35,/ 2br - ,Success,2015-03-15 12:48:57.255856,white,high,Dylan,an electrical engineer,field.experiments.w241@gmail.com
4928775329,"GIVE YOUR LAND LORD NOTICE-W/D REAL HARDWOOD FLOOR, THICK GRANITE",http://washingtondc.craigslist.org/doc/apa/4928775329.html,$2150,njblack10584@aol.com," (DuPont Cirlce, Washington, DC)",2015-03-12 13:09,/ 1br - 600ft,Success,2015-03-15 12:48:58.324857,white,high,Dylan,a radiologist,field.experiments.w241@gmail.com
4929334582,Spectacular 1BR at Kew Gardens! (#244),http://washingtondc.craigslist.org/doc/apa/4929334582.html,$2040,njblack10584@aol.com, (Georgetown),2015-03-12 18:47,/ 1br - 600ft,Success,2015-03-15 12:48:59.435272,white,high,Daniel,an electrical engineer,field.experiments.w241@gmail.com
4928273789,OPEN HOUSE - What a location! garden 1 BR apartment in Logan area,http://washingtondc.craigslist.org/doc/apa/4928273789.html,$2100,njblack10584@aol.com, (1318 Rhode Island Ave NW),2015-03-12 03:33,/ 1br - 750ft,Success,2015-03-15 12:49:00.930949,white,high,David,a physicist,field.experiments.w241@gmail.com
4928869109,BEAUTIFUL 1BR W/ BALCONY**STEPS TO METRO**ONE MONTH FREE!!,http://washingtondc.craigslist.org/doc/apa/4928869109.html,$1875,njblack10584@aol.com," (811 Quincy Street, Petworth)",2015-03-12 14:18,/ 1br - 650ft,Success,2015-03-15 12:49:02.022089,white,high,Daniel,an electrical engineer,field.experiments.w241@gmail.com
4928997818,"Charming Jr. 1BR, Van Ness DC - 1 block from Metro",http://washingtondc.craigslist.org/doc/apa/4928997818.html,$1495,njblack10584@aol.com," (Washington, DC)",2015-03-12 15:05,/ 1br - 571ft,Success,2015-03-15 12:49:03.082443,white,high,Dustin,a physicist,field.experiments.w241@gmail.com
4921251785,Great Jr 1 Bedroom with up to 2 Months Free!!,http://washingtondc.craigslist.org/doc/apa/4921251785.html,$2290,njblack10584@aol.com, (H Street Corridor),2015-03-12 09:10,/ 1br - 559ft,Success,2015-03-15 12:49:04.175688,white,high,Drew,an attorney,field.experiments.w241@gmail.com
4929343453,1 BEDROOM BASEMENT UNIT FROM APRIL1,http://washingtondc.craigslist.org/doc/apa/4929343453.html,$1100,njblack10584@aol.com, (COLUMBIA HEIGHTS),2015-03-12 18:42,/ 1br - 675ft,Success,2015-03-15 12:49:05.352492,white,high,Drew,an electrical engineer,field.experiments.w241@gmail.com
4921772136,RELAX & LIVE ON @ THE COLONEL+ 1 MONTH RENT FREE! **NOW LEASING**,http://washingtondc.craigslist.org/doc/apa/4921772136.html,$3750,njblack10584@aol.com, (SHAW),2015-03-12 10:21,/ 2br - 977ft,Success,2015-03-15 12:49:06.424167,white,high,David,a dentist,field.experiments.w241@gmail.com
4885793881,"Utilities, Parking, W/D, Cable, Wi-Fi Included",http://washingtondc.craigslist.org/doc/apa/4885793881.html,$1200,njblack10584@aol.com, (Sherperd Park DC),2015-03-11 20:41,/ 1br - 800ft,Success,2015-03-15 12:49:07.600082,white,high,Daniel,an investment banker,field.experiments.w241@gmail.com
4929329955,Luxury and Stunning 2BR & 2.5BA Duplex Unit w/Parking (West End),http://washingtondc.craigslist.org/doc/apa/4929329955.html,$3500,njblack10584@aol.com, (West End/ Foggy Bottom),2015-03-12 18:45,/ 2br - ,Success,2015-03-15 12:49:08.694258,white,high,Dylan,an investment banker,field.experiments.w241@gmail.com
4898122018,2 Bedroom Loft-Style Living!,http://washingtondc.craigslist.org/doc/apa/4898122018.html,$2650,njblack10584@aol.com, (Cathedral Heights),2015-03-12 10:46,/ 2br - 1237ft,Success,2015-03-15 12:49:09.913558,white,high,Dustin,a radiologist,field.experiments.w241@gmail.com
4887152133,One bdrm unit near H St. Street car coming soon!,http://washingtondc.craigslist.org/doc/apa/4887152133.html,$950,njblack10584@aol.com, (NE Washington/Eastern Cap Hill),2015-03-12 09:58,/ 1br - ,Success,2015-03-15 12:49:10.990619,white,high,Daniel,a physicist,field.experiments.w241@gmail.com
4928454864,$1950 FOR 1BD/1BA IN U STREET CORRIDOR! MUST SEE!,http://washingtondc.craigslist.org/doc/apa/4928454864.html,$1950,njblack10584@aol.com, (U STREET CORRIDOR),2015-03-12 09:53,/ 1br - ,Success,2015-03-15 12:49:12.236587,white,high,Drew,an investment banker,field.experiments.w241@gmail.com
4922740722,RENOVATED 2 BRM+1BATH SUPER LOC!!,http://washingtondc.craigslist.org/doc/apa/4922740722.html,$2295,njblack10584@aol.com, (Mt. PLEASANT),2015-03-12 15:03,/ 2br - 1075ft,Success,2015-03-15 12:49:13.342483,white,high,Daniel,a physicist,field.experiments.w241@gmail.com
4925495000,Live Easy-Enjoy all DC has to offer in this well cared for one bedroom,http://washingtondc.craigslist.org/doc/apa/4925495000.html,$1900,njblack10584@aol.com," (DuPont Circle, Washington, DC)",2015-03-12 13:05,/ 1br - 700ft,Success,2015-03-15 12:49:14.766097,white,high,Daniel,an investment banker,field.experiments.w241@gmail.com
4918819187,Move in ready. 2 Brs apartments in NE starting at $1250,http://washingtondc.craigslist.org/doc/apa/4918819187.html,$1250,njblack10584@aol.com, (NE),2015-03-12 15:25,/ 2br - ,Success,2015-03-15 12:49:15.892758,white,high,Daniel,an electrical engineer,field.experiments.w241@gmail.com
4928631988,Our best-selling one bedroom ready for Summer!,http://washingtondc.craigslist.org/doc/apa/4928631988.html,$1315,njblack10584@aol.com," (Alexandria, Arlington & Shirlington)",2015-03-12 12:16,/ 1br - 785ft,Success,2015-03-15 12:49:16.988734,white,high,Dustin,a physicist,field.experiments.w241@gmail.com
4928439163,4 Month Lease - Sunny 1 BR + Den in Brand New Building in Adams Morgan,http://washingtondc.craigslist.org/doc/apa/4928439163.html,$1950,njblack10584@aol.com,,2015-03-12 09:53,/ 2br - 700ft,Success,2015-03-15 12:49:18.078881,white,high,Daniel,a physicist,field.experiments.w241@gmail.com
4925282376,Capitol Hill/H St. Luxury Loft Apartment,http://washingtondc.craigslist.org/doc/apa/4925282376.html,$3200,njblack10584@aol.com, (Washington dc),2015-03-12 15:46,/ 2br - ,Success,2015-03-15 12:49:19.218093,white,high,Drew,a software developer,field.experiments.w241@gmail.com
4928405099,Spacious 1 Bedroom With 20 Ft. Ceilings Is Perfect For Entertaining!,http://washingtondc.craigslist.org/doc/apa/4928405099.html,$2685,njblack10584@aol.com," (Chevy Chase, MD)",2015-03-12 09:15,/ 1br - 767ft,Success,2015-03-15 12:49:20.603789,white,high,Dylan,an investment banker,field.experiments.w241@gmail.com
4927932502,"1 MONTH FREE RENT, NO SECURITY DEPOSIT or MOVE-IN FEE, Newly Upgraded*",http://washingtondc.craigslist.org/doc/apa/4927932502.html,$1875,njblack10584@aol.com, (Foggy Bottom),2015-03-11 20:06,/ 1br - 700ft,Success,2015-03-15 12:49:21.737639,white,high,David,a dentist,field.experiments.w241@gmail.com
4914472673,Kalorama Apt for Rent-Sunny-Spacious-Perfect!,http://washingtondc.craigslist.org/doc/apa/4914472673.html,$1800,njblack10584@aol.com, (Dupont Crl/Kalorama),2015-03-12 00:11,/ 1br - ,Success,2015-03-15 12:49:22.849043,white,high,Drew,an actuary,field.experiments.w241@gmail.com
4929302602,"""March into Savings!""",http://washingtondc.craigslist.org/doc/apa/4929302602.html,$1421,njblack10584@aol.com, (Odenton),2015-03-12 18:25,/ 2br - 940ft,Success,2015-03-15 12:49:23.940210,white,high,David,an electrical engineer,field.experiments.w241@gmail.com
4928775311,2 Bdrm / 2 Bath W/ Small Patio In The Back,http://washingtondc.craigslist.org/doc/apa/4928775311.html,$1295,njblack10584@aol.com, (Capitol Hill),2015-03-12 13:09,/ 2br - ,Success,2015-03-15 12:49:25.445417,white,high,David,an actuary,field.experiments.w241@gmail.com
4927944170,"**Spacious Rarity One Block from Metro, No Security Deposit Required**",http://washingtondc.craigslist.org/doc/apa/4927944170.html,$2600,njblack10584@aol.com, (Woodley Park),2015-03-11 20:16,/ 2br - 1400ft,Success,2015-03-15 12:49:26.961696,white,high,Drew,an attorney,field.experiments.w241@gmail.com
4928757672,Award Winning Community Featuring Spacious Two Bedroom!,http://washingtondc.craigslist.org/doc/apa/4928757672.html,$1491,njblack10584@aol.com, (silver spring),2015-03-12 13:04,/ 2br - 826ft,Success,2015-03-15 12:49:28.056904,white,high,Drew,an investment banker,field.experiments.w241@gmail.com
4929322345,MANAGERS 1- DAY SPECIAL 1-BEDROOM - $2100,http://washingtondc.craigslist.org/doc/apa/4929322345.html,$2100,njblack10584@aol.com, (Adams Morgan),2015-03-12 18:28,/ 1br - 700ft,Success,2015-03-15 12:49:29.205088,white,high,Drew,a mechanical engineer,field.experiments.w241@gmail.com
4928674141,"Fully Furnished One bed, One bath with Garage",http://washingtondc.craigslist.org/doc/apa/4928674141.html,$2350,njblack10584@aol.com, (301 Massachusettes AVE NW),2015-03-12 12:19,/ 1br - 530ft,Success,2015-03-15 12:49:30.331589,white,high,Daniel,a software developer,field.experiments.w241@gmail.com
4927916940,FURNISHED 1-BEDROOM-FOGGY BOTTOM,http://washingtondc.craigslist.org/doc/apa/4927916940.html,$1650,njblack10584@aol.com, (FOGGY BOTTOM),2015-03-11 19:59,/ 1br - 500ft,Success,2015-03-15 12:49:31.430425,white,high,Dustin,a software developer,field.experiments.w241@gmail.com
4928444812,Beautiful Home Located on 7250 Lot for Rent,http://washingtondc.craigslist.org/doc/apa/4928444812.html,$3600,njblack10584@aol.com, (Chevy Chase),2015-03-12 09:54,/ 3br - ,Success,2015-03-15 12:49:32.892621,white,high,Drew,a physicist,field.experiments.w241@gmail.com
4927920921,2BR / 2 BA Dupont,http://washingtondc.craigslist.org/doc/apa/4927920921.html,$4500,njblack10584@aol.com, (19th Street),2015-03-11 19:57,/ 2br - 1000ft,Success,2015-03-15 12:49:33.990374,white,high,Dylan,a management consultant,field.experiments.w241@gmail.com
4929166995,"Spacious Closet, Close to I-295",http://washingtondc.craigslist.org/doc/apa/4929166995.html,$1050,njblack10584@aol.com," (6th Street, DC)",2015-03-12 16:46,/ 2br - 880ft,Success,2015-03-15 12:49:35.656302,white,high,David,a software developer,field.experiments.w241@gmail.com
4900024955,1 MONTH FFREE - Roommate Style -2BD/1BA W. Balcony Private Parking,http://washingtondc.craigslist.org/doc/apa/4900024955.html,$1450,njblack10584@aol.com," (Northeast, DC)",2015-03-12 15:46,/ 2br - 650ft,Success,2015-03-15 12:49:36.749403,white,high,David,an investment banker,field.experiments.w241@gmail.com
4921342776,NEWLY RENOVATED DUPONT CIRCLE FURNISHED STUDIO AVAILABLE 4/1-15,http://washingtondc.craigslist.org/doc/apa/4921342776.html,$1850,njblack10584@aol.com, (Dupont Circle),2015-03-12 12:15,/ 1br - ,Success,2015-03-15 12:49:37.835864,white,high,Drew,a physicist,field.experiments.w241@gmail.com
4915748412,Great 1 Bedroom Apartment Near Georgetown University,http://washingtondc.craigslist.org/doc/apa/4915748412.html,$1895,njblack10584@aol.com, (4000 Tunlaw Rd NW),2015-03-12 12:37,/ 1br - 720ft,Success,2015-03-15 12:49:38.916822,white,high,Dustin,a software developer,field.experiments.w241@gmail.com
4928861216,Lease Now for April Move Ins! Only 2 Available!,http://washingtondc.craigslist.org/doc/apa/4928861216.html,$1399,njblack10584@aol.com, (Washington),2015-03-12 13:49,/ 1br - 512ft,Success,2015-03-15 12:49:39.982583,white,high,Dylan,an attorney,field.experiments.w241@gmail.com
4920249170,SW Waterfront Metro Apt - metro/BALLPARK,http://washingtondc.craigslist.org/doc/apa/4920249170.html,$1595,njblack10584@aol.com, (SW waterfront metro),2015-03-11 19:52,/ 1br - ,Success,2015-03-15 12:49:41.289093,white,high,Dylan,a dentist,field.experiments.w241@gmail.com
4927887190,Lease the GOOD LIFE! 1BR Luxury Apt Coming Soon At Ashton!,http://washingtondc.craigslist.org/doc/apa/4927887190.html,$3122,njblack10584@aol.com, (Judiciary Square),2015-03-11 19:43,/ 1br - 1197ft,Success,2015-03-15 12:49:42.367163,white,high,Dustin,a dentist,field.experiments.w241@gmail.com
4884950759,"GORGEOUS 4BR, 2BTH HOME IN CONGRESS HEIGHTS, CLOSE TO METRO",http://washingtondc.craigslist.org/doc/apa/4884950759.html,$2400,njblack10584@aol.com, (6th St & Alabama),2015-03-11 20:22,/ 4br - 2250ft,Success,2015-03-15 12:49:44.461961,white,high,Daniel,a physicist,field.experiments.w241@gmail.com
4927849131,Spacious 2 Bed/2 Bath in Dupont w/Skyline Views! Lots of Light!,http://washingtondc.craigslist.org/doc/apa/4927849131.html,$3755,njblack10584@aol.com, (Washington),2015-03-11 19:16,/ 2br - 1222ft,Success,2015-03-15 12:49:45.551844,white,high,Dylan,a physicist,field.experiments.w241@gmail.com
4927857915,IMMEDIATELY AVAILABLE LUXURY CONDO,http://washingtondc.craigslist.org/doc/apa/4927857915.html,$1950,njblack10584@aol.com," (1312 Massachusetts Avenue, NW)",2015-03-11 19:20,/ 1br - 850ft,Success,2015-03-15 12:49:46.628257,white,high,Dylan,an investment banker,field.experiments.w241@gmail.com
